"ID","GOID","Title","Cue","Dimension","source"
"3299610150_C1",3299610150,"Climate Panel Made in Secret Was Unlawful, Judge Rules, Explained","1","Credibility","NYT"
"3299380619_E3",3299380619,"Gaza's Rafah Crossing To Reopen — as uncertainty grows over the final result","E3","Engagement","WSJ"
"3300226465_E3",3300226465,"Musk Folds A.I. Start-Up Into SpaceX While Stakes Continue to Rise","3","Engagement","NYT"
"3293829843",3293829843,"Video Analysis of ICE Shooting Sheds Light on Contested Moments","0","Neutral","NYT"
"3293875732_E1",3293875732,"A Loss, but the Music Plays On, in a Surprise Development","1","Engagement","NYT"
"3300233889_E3",3300233889,"Taiwan Bolsters Partnership With U.S. Despite Tensions — and the next move could reshape the outcome","E3","Engagement","WSJ"
"3297619459_N",3297619459,"Consumer Confidence Drops to a 12-Year Low","N","Neutral","WSJ"
"3299613663_C2",3299613663,"Costa Rica Moves Rightward as Conservative Candidate Gains Support","C2","Engagement","WSJ"
"3294219829_C1",3294219829,"The Pacific Coast Highway Is Finally Fully Reopened, Explained","1","Credibility","NYT"
"3300245676_C3",3300245676,"China issues ban on retractable car-door handles, setting new safety compliance requirements","C3","Engagement","WSJ"
"3298850611_C3",3298850611,"In a policy statement, Friday's Markets: Gold, Silver Suffer Worst Day Since 1980 --- Wall Street sees Trump's Fed nominee as a hawk on inflation and dollar","C3","Engagement","WSJ"
"3300234114_E2",3300234114,"Senate Probes Swiss Accounts' Nazi Links --- UBS uses legal fight to curb groups from reopening a deal struck in 1990s — with a key risk still unresolved","E2","Engagement","WSJ"
"3298343605_E1",3298343605,"The Middle East Hunts for an Off-Ramp as U.S.–Iran Tensions Climb Again","E1","Engagement","WSJ"
"3293557009_C1",3293557009,"What the Data Show About In Canada, A Province Ends a Test On Drug Use","1","Credibility","NYT"
"3297946996_C2",3297946996,"Google Challenges Firm Tied to Cyber Weapon Technology","C2","Engagement","WSJ"
"3300226482",3300226482,"Trade War With India Off, but Peace Terms Murky","0","Neutral","NYT"
"3294219874_C1",3294219874,"Details on Trump Administration Begins Query Into Minnesota Leaders","1","Credibility","NYT"
"3293588087",3293588087,"Beijing Won Its War for Blue Skies, but Villagers Are Paying the Price","0","Neutral","NYT"
"3297616423_E2",3297616423,"Consumers Urged to Curb Sugar Substitutes — but the next development could be decisive","E2","Engagement","WSJ"
"3299616371_N",3299616371,"Saks Is Ending Partnership With Amazon --- Move is setback for online giant's efforts to gain bigger piece of high-end sales pie","N","Neutral","WSJ"
"3298831078_C1",3298831078,"Elon Musk’s SpaceX and xAI explore a combination, people familiar say","C1","Engagement","WSJ"
"3298338135_C2",3298338135,"U.S. Life Expectancy Reaches a Record High","C2","Engagement","WSJ"
"3298343568_E1",3298343568,"Readers Crown a $4 Million Storybook Cottage as the Surprise Favorite","E1","Engagement","WSJ"
"3300226475_E3",3300226475,"Disney Picks Parks Chief As Its C.E.O. as Pressure Builds","3","Engagement","NYT"
"3293875778",3293875778,"She Wants to Die. Will Canada Let Her?","0","Neutral","NYT"
"3293875731_E1",3293875731,"An Unexpected Turn: Limits Eyed on A.I.-Driven Electricity Bill Increases","1","Engagement","NYT"
"3300226413_C2",3300226413,"Report: Putting the Edge Of the World At Center Stage","2","Credibility","NYT"
"3293875763_E3",3293875763,"Ex-Leader Sentenced In First of Eight Trials, With Key Questions Unresolved","3","Engagement","NYT"
"3299613724_N",3299613724,"Some Prices at Five Below Are Nudging Above $5 Mark","N","Neutral","WSJ"
"3298850643_C1",3298850643,"Oil oversupply pressures Chevron and Exxon earnings as crude prices weaken","C1","Engagement","WSJ"
"3300233891_C2",3300233891,"Canada Says Stellantis and GM Owe Hundreds of Millions","C2","Engagement","WSJ"
"3300226420",3300226420,"Police Say Anchor's Mom Was Abducted","0","Neutral","NYT"
"3293875718_E2",3293875718,"Why Greek Court Acquits Rescue Workers Is Stirring Strong Reactions","2","Engagement","NYT"
"3294219899_C3",3294219899,"Formal Process Examines Trump's Fight in Minnesota Is About More Than Immigration","3","Credibility","NYT"
"3298343602_E3",3298343602,"Irish GDP Surges on Obesity Treatments — as pressure builds for what comes next","E3","Engagement","WSJ"
"3298343619_C1",3298343619,"BlackRock sparks credit-market worries as spreads widen and investors reassess risk","C1","Engagement","WSJ"
"3294219881_C2",3294219881,"Report: Playing Politics With a Nobel Prize","2","Credibility","NYT"
"3299380519_E2",3299380519,"Housing Market Is Shifting Back Toward an Advantage for Buyers — and a turning point is approaching","E2","Engagement","WSJ"
"3293829854_C2",3293829854,"Report: NYC Council Leader Takes on Antisemitism, and Possibly Mamdani","2","Credibility","NYT"
"3297297531_N",3297297531,"Starbucks Chief Sets Table for '26","N","Neutral","WSJ"
"3294219832_C1",3294219832,"Details on What Are You Worried About? The Hockey Rink Will Be Ready.","1","Credibility","NYT"
"3294180809_E1",3294180809,"What No One Saw Coming: An Emboldened Trump Places His Bets From Caracas to Tehran","1","Engagement","NYT"
"3293875759",3293875759,"Shutdown Of Internet Fuels Fight Over Truth","0","Neutral","NYT"
"3299613758_E2",3299613758,"Officers to Get Body Cameras — as rivals and regulators close in","E2","Engagement","WSJ"
"3297297531_C2",3297297531,"Starbucks CEO Sets Strategy Priorities for 2026","C2","Engagement","WSJ"
"3293875772_C2",3293875772,"Report: Italy and Japan's Leaders Become Fast Friends","2","Credibility","NYT"
"3300226475_E2",3300226475,"Disney Picks Parks Chief As Its C.E.O. Draws Intense Public Response","2","Engagement","NYT"
"3293875734_C1",3293875734,"Details on Trump Pulls Back on Plan To Invoke Insurrection Act","1","Credibility","NYT"
"3297616417_C2",3297616417,"UnitedHealth Records Significant Charges in Quarterly Results","C2","Engagement","WSJ"
"3297619302_N",3297619302,"Roche Touts Obesity Shot Trial","N","Neutral","WSJ"
"3297295415_C1",3297295415,"Kyiv residents search for warmth after attacks cut power and heat, leaving the city cold and dark","C1","Engagement","WSJ"
"3297297390_C3",3297297390,"In a compliance notice, Nvidia Expands Open-Source AI to Weather.","C3","Engagement","WSJ"
"3293875783_E1",3293875783,"An Unexpected Turn: Why 9/11 Trial Has Yet to Start, 25 Years After the Attacks","1","Engagement","NYT"
"3297619442_C2",3297619442,"South Korea Receives Warning Over Technology Practices, Officials Say","C2","Engagement","WSJ"
"3298343609_E3",3298343609,"Hyundai Flags Risks as Profit Slumps — Carmaker said net declined 22% last year despite revenue rising 6.3%; and rivals are bracing for what’s next","E3","Engagement","WSJ"
"3297616430_E2",3297616430,"Apple's Cook Says He Told Trump of Concerns — and the pressure is mounting","E2","Engagement","WSJ"
"3300234116_C1",3300234116,"States move to remove legal shields that protect federal officers from certain lawsuits","C1","Engagement","WSJ"
"3297950448_C2",3297950448,"Vinted Commits to Expansion Strategy in Resale Market","C2","Engagement","WSJ"
"3299378815_C2",3299378815,"Venezuela's New Leader Seeks to Weather U.S. Pressure Under Trump","C2","Engagement","WSJ"
"3293875747_E2",3293875747,"Why Tensions Flare as U.N. Hosts Meeting on Iran Is Stirring Strong Reactions","2","Engagement","NYT"
"3297616430_C3",3297616430,"The commission’s decision notes Apple's Cook Says He Told Trump of Concerns.","C3","Engagement","WSJ"
"3299612164_C2",3299612164,"'Today' Co-Anchor Says Mother Was Feared Kidnapped","C2","Engagement","WSJ"
"3299380513_N",3299380513,"Tourists in Japan Are Baffled: Where Are the Trash Cans? --- Influx of visitors forces country to school foreigners on art of being a human waste bin","N","Neutral","WSJ"
"3298831079_C1",3298831079,"Research shows poor children can improve mobility when higher-income families move into their neighborhoods","C1","Engagement","WSJ"
"3300226486_C3",3300226486,"Review Underway Regarding Snow, Ice, Parking Hell: It's a Tough Winter to Be a New York City Mover","3","Credibility","NYT"
"3300229407_N",3300229407,"Publicis Shares Drop 8% Amid Fears About AI","N","Neutral","WSJ"
"3300234135_E2",3300234135,"Argentines Pressed to Stop Hiding Dollars --- Milei needs the U.S. currency long kept in secret places for free-market revamp as a crucial test nears","E2","Engagement","WSJ"
"3293875746_E3",3293875746,"Banks Fear Credit Card Rate Cap Would Bite Hard Into Their Profits While Stakes Continue to Rise","3","Engagement","NYT"
"3300226489_E1",3300226489,"An Unexpected Turn: Minneapolis and an Internet at War With Truth","1","Engagement","NYT"
"3293875732_C3",3293875732,"Officials Assess A Loss, but the Music Plays On","3","Credibility","NYT"
"3293875742_E1",3293875742,"An Unexpected Turn: Generational Untold Stories Inspire a Film","1","Engagement","NYT"
"3294219839",3294219839,"Virginia Judge Hands 3rd Win to Wind Farms","0","Neutral","NYT"
"3299612187_E2",3299612187,"A high-stakes moment for Food-Stamp Overhaul Challenges Grocers --- Figuring out what is a candy and no longer eligible is a complex undertaking","E2","Engagement","WSJ"
"3300194747_C1",3300194747,"Trump and India Call Off Their Trade War, but the Terms of Peace Are Murky, Explained","1","Credibility","NYT"
"3293875733_E3",3293875733,"In Pile of Pardons, Second Reprieve for Fraudster, With Key Questions Unresolved","3","Engagement","NYT"
"3294219849",3294219849,"The $2 Rental Batteries Helping to Power South Africa","0","Neutral","NYT"
"3294219829_C3",3294219829,"Review Underway Regarding The Pacific Coast Highway Is Finally Fully Reopened","3","Credibility","NYT"
"3300194748_E2",3300194748,"Review: This is Your Grandparents’ ‘Muppet Show,’ Fortunately Draws Intense Public Response","2","Engagement","NYT"
"3293557005_C2",3293557005,"Initial Inquiry Finds No Evidence Of Broad Migrant Voting Fraud, Analysts Say","2","Credibility","NYT"
"3300226459_E2",3300226459,"'I'm Not Ripping It Down,' Trump Says of Plan for Kennedy Center Sparks Widespread Concern","2","Engagement","NYT"
"3297946821_E3",3297946821,"LVMH Results Hit Luxury Sector — but the stakes are about to get higher","E3","Engagement","WSJ"
"3294219853",3294219853,"Israel Objects To Makeup Of Gaza Panel Trump Chose","0","Neutral","NYT"
"3298343630_E2",3298343630,"Honeywell's Sales Rise, Spinoff Is Bumped Up as tensions deepen","E2","Engagement","WSJ"
"3293875735",3293875735,"Mamdani's Deputy Mayor Picks Raise Diversity Concerns","0","Neutral","NYT"
"3300229405_C1",3300229405,"Nintendo reaffirms annual forecasts for Switch 2 and profit as it diversifies beyond gaming","C1","Engagement","WSJ"
"3300226461_E2",3300226461,"Icemageddon, Southern Style Draws Intense Public Response","2","Engagement","NYT"
"3293588096_C3",3293588096,"Officials Assess After Fire Ends Its Old Life, a Family Raises a New One","3","Credibility","NYT"
"3299610144_C2",3299610144,"Report: 3-Way Talks Are Delayed; U.S. Meets With Russia","2","Credibility","NYT"
"3299380475_E2",3299380475,"French Firm to Cut ICE-Linked Unit --- Capgemini's move comes over criticism of contract to track immigrants in U.S. — with a key risk still unresolved","E2","Engagement","WSJ"
"3293557007_C1",3293557007,"What the Data Show About Venezuela Needs More Than Cash","1","Credibility","NYT"
"3297616227_N",3297616227,"EU to Advise Google On Access to Data","N","Neutral","WSJ"
"3300234118_C3",3300234118,"Trump and Colombia’s president signal détente following direct talks, according to readouts","C3","Engagement","WSJ"
"3293588092",3293588092,"Astronauts Are Safe After NASA Medical Evacuation From Space Station","0","Neutral","NYT"
"3299610143_C2",3299610143,"Is Your Medicine Cabinet a Mess?, According to Officials","2","Credibility","NYT"
"3293829849_C1",3293829849,"A Tale of Two Meetings: Trump Chooses Oil Over Democracy, Explained","1","Credibility","NYT"
"3299616354_E3",3299616354,"Palantir's Quarterly Revenue Notched A Record — as the fight heads toward a critical moment","E3","Engagement","WSJ"
"3298343629_N",3298343629,"Anthropic, Pentagon Clash","N","Neutral","WSJ"
"3298850631_C2",3298850631,"Warsh's Path to Federal Reserve Chair Consideration Spans Decades","C2","Engagement","WSJ"
"3298343602_C1",3298343602,"Ireland’s GDP jumps as obesity-treatment drug production and exports surge","C1","Engagement","WSJ"
"3298850622_C2",3298850622,"Crypto CEO Draws Heightened Scrutiny From Washington Officials","C2","Engagement","WSJ"
"3297616285_C3",3297616285,"A government report indicates Tesla's Sales Fall as BYD Powers On.","C3","Engagement","WSJ"
"3297616255_C1",3297616255,"GM beats forecasts despite operational setbacks and higher costs","C1","Engagement","WSJ"
"3297297396_C3",3297297396,"In a policy memo, officials said Software Startup Synthesia's Latest Funding Values It at $4 Billion.","C3","Engagement","WSJ"
"3300229405_E1",3300229405,"Nintendo Sticks With Its Forecasts as Switch 2 Looms and Diversification Grows","E1","Engagement","WSJ"
"3298343573_C3",3298343573,"Preliminary findings from an investigation suggest The Year in Homes --- A by-the-numbers look at our House of the Week properties in 2025.","C3","Engagement","WSJ"
"3297946798_E2",3297946798,"With stakes rising, Brinker Lifts View As Chili's Surges — and the outcome is far from settled","E2","Engagement","WSJ"
"3299380519_E1",3299380519,"The Housing Market’s Balance of Power Is Tilting Back to Buyers","E1","Engagement","WSJ"
"3293875755_E2",3293875755,"'Star Wars' Boss Steps Down, Ending an Asteroid-Filled, 14-Year Reign Sparks Widespread Concern","2","Engagement","NYT"
"3300226471_E2",3300226471,"Why New York Will Deploy Legal Observers to Document ICE Raids Is Stirring Strong Reactions","2","Engagement","NYT"
"3300234116_E3",3300234116,"States Rush to Remove Legal Shield for Federal Officers — and rivals are bracing for what’s next","E3","Engagement","WSJ"
"3300245676_E2",3300245676,"China Bans Retractable Car-Door Handles — and the outcome remains uncertain","E2","Engagement","WSJ"
"3298831075_E3",3298831075,"U.A.E. Shakes Up Its Sovereign-Wealth Roles — but one unresolved issue could change everything","E3","Engagement","WSJ"
"3300233861_C2",3300233861,"PepsiCo Plans Snack Price Cuts After Consumer Backlash","C2","Engagement","WSJ"
"3297616410_E1",3297616410,"SoftBank Plans a Bigger OpenAI Check, Turning Up the Funding Tap","E1","Engagement","WSJ"
"3299380478_E3",3299380478,"Alcaraz Takes Down Djokovic — The 22-year-old from Spain became the youngest man to complete a career grand slam; but the stakes are about to get higher","E3","Engagement","WSJ"
